"Run","Model","Formula","AIC","Estimate","LowerCI","UpperCI","GroundTruth","Group","Method"
3,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",286.776065021753,1696.78404222094,1625.13971618331,1770.81625095813,1737,"4","NB"
3,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",120.902139365673,127.903645233758,107.363878813193,151.36540900581,125,"5","NB"
3,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",442.191391438246,9050.56485684397,8884.27086099474,9219.23449665676,9111,"1","NB"
3,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",226.812407314777,543.114996825373,502.786812190531,585.848929497954,562,"2","NB"
3,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",209.698923587799,580.075773413056,537.860983652296,624.763981293007,575,"3","NB"
3,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",286.776065021753,1696.78404222094,1625.13971618331,1770.81625095813,1737,"4","NB"
3,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",120.902139365673,127.903645233758,107.363878813193,151.36540900581,125,"5","NB"
3,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_1:capture_5 + capture_3:capture_6",437.893593132496,8962.34946711199,8782.82834296954,9144.64368137188,9111,"1","NB"
3,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",226.812407314777,543.114996825373,502.786812190531,585.848929497954,562,"2","NB"
3,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_3",208.022120058537,577.349834652558,535.253004185705,621.924989753969,575,"3","NB"
3,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",286.776065021753,1696.78404222094,1625.13971618331,1770.81625095813,1737,"4","NB"
3,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",120.902139365673,127.903645233758,107.363878813193,151.36540900581,125,"5","NB"
3,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_1:capture_5 + capture_3:capture_6",437.893593132496,8962.34946711199,8782.82834296954,9144.64368137188,9111,"1","NB"
3,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",226.812407314777,543.114996825373,502.786812190531,585.848929497954,562,"2","NB"
3,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_3",208.022120058537,577.349834652558,535.253004185705,621.924989753969,575,"3","NB"
3,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",286.776065021753,1696.78404222094,1625.13971618331,1770.81625095813,1737,"4","NB"
3,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",120.902139365673,127.903645233758,107.363878813193,151.36540900581,125,"5","NB"
3,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_1:capture_5 + capture_3:capture_6",435.874723069303,8962.3857831173,8782.95526882812,9144.58362267839,9111,"1","Poisson"
3,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",224.806204255487,543.116892213562,502.795549378887,585.842765247235,562,"2","Poisson"
